license_number,ice_citation_count,first_citation,last_citation,repeat_violations,warnings_issued,corrected_onsite,mold_black,mold_pink,scoop_issue,bin_soiled,latest_observation,latest_citation_date,business_name,city,days_since_citation
6217704,3,2025-08-18,2026-02-18,0,2,1,0,0,0,2,"Basic - Water leaking from pipe and/or faucet/handle.
Pipe under wash sink outside by ice machine leaking onto floor when in-use. Operator put bucket under sink to catch leak until it can be repaired. Not an immediate risk to food safety as it is outside and ice machine is fully enclosed. 
 **Corrective Action Taken** **Warning**",2026-02-18,STELLA'S,GULFPORT,86
6217711,1,2026-03-04,2026-03-04,0,0,0,0,0,0,0,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.

Interior of ice chute on customer self service drink dispenser soiled with red mold like substance.",2026-03-04,CULVER'S,ST. PETERSBURG,72
6217714,2,2025-07-25,2026-02-20,0,0,0,2,0,0,2,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with yellow and black substance.",2026-02-20,MAPLE STREET BISCUIT COMPANY,ST. PETERSBURG,84
6217740,1,2026-01-14,2026-01-14,0,0,0,0,0,0,0,"Basic - Clean glasses, cups, bowls, plates, pots and pans not stored inverted or in a protected manner.
Ice buckets by ice machine in bar area not inverted.",2026-01-14,HURRICANE EDDIE'S KITCHEN,DUNEDIN,121
6217741,1,2025-09-25,2025-09-25,0,2,0,0,0,1,1,Basic - Accumulation of rust-like substance in the interior lid of the ice bin at wait station **Warning**,2025-09-25,BREAKFAST AT MIRA'S,CLEARWATER,232
6217745,1,2025-07-01,2025-07-01,1,0,0,0,0,0,0,Basic - Equipment and utensils not properly air-dried - wet nesting. Plastic cups next to ice machine **Repeat Violation**,2025-07-01,GRAND HACIENDA,ST PETERSBURG,318
6217749,1,2025-08-14,2025-08-14,0,1,0,0,0,0,0,"High Priority - Employee handled soiled equipment or utensils and then engaged in food preparation, handled clean equipment or utensils, or touched unwrapped single-service items without washing hands.
Observed an employee place dirty dishes on the drain board of the dish machine, then change tasks to handle and hand off a single service portion cup to another employee who was cutting cooked steak at the prep table across from the ice machine. Discussed with manager.  **Warning**",2025-08-14,FORD'S GARAGE,ST. PETERSBURG,274
6217761,1,2025-12-18,2025-12-18,1,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior of ice machine soiled of black mold like substance.  **Repeat Violation**",2025-12-18,FENWAY HOTEL,DUNEDIN,148
6217762,2,2025-08-07,2026-01-20,2,0,1,0,0,2,0,"Basic - Ice scoop handle in contact with ice.
Ice machine at front counter **Repeat Violation**",2026-01-20,PHOLICIOUS,SEMINOLE,115
6217764,1,2025-09-23,2025-09-23,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Soda machine ice bin interior soiled with black mold like substance.",2025-09-23,OAK  AND STONE,ST. PETERSBURG,234
6217767,1,2025-07-15,2025-07-15,1,1,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Ice chute on soda machine in dining area is soiled with mold-like substance. **Repeat Violation** **Warning**",2025-07-15,FORTUNATO'S ITALIAN RESTAURANT,SOUTH PASADENA,304
6217784,1,2025-10-20,2025-10-20,0,0,0,1,0,0,0,Basic - Interior of oven/microwave has accumulation of black substance/grease/food debris. Interior of microwave soiled in side prep area next to ice machine not operating,2025-10-20,POPEYES LOUISIANA KITCHEN OPERATED BY TICE,ST. PETERSBURG,207
6217786,1,2025-11-06,2025-11-06,1,0,0,1,0,0,0,"Basic - Nonfood-contact surface soiled with grease, food debris, dirt, slime or dust.

Exterior of cooking equipment in rear kitchen soiled with grease build up.

Gaskets on cold holding units throughout establishment soiled with black mold like substance. **Repeat Violation**",2025-11-06,TOKYO RAMEN,ST. PETERSBURG,190
6217791,1,2025-10-29,2025-10-29,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with black mold like substance.",2025-10-29,PACIFIC COUNTER,SAINT PETERSBURG,198
6217793,1,2025-10-06,2025-10-06,1,0,0,1,1,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Soiled with pink and black mold like substance.  **Repeat Violation**",2025-10-06,LIBRARY JV MANAGEMENT LLC & FOR ALL KIDS LLC,ST. PETERSBURG,221
6217796,2,2025-10-23,2025-11-03,0,2,0,2,0,0,2,"Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior of ice machine soiled with black mold like substance.  **Warning**     - From follow-up inspection 2025-11-03:  **Time Extended**",2025-11-03,BENTO CAFE,ST PETERSBURG,193
6217800,2,2025-08-19,2025-09-02,0,0,0,2,2,2,2,"Basic - - From initial inspection : Basic - Accumulation of black/pink mold-like substance in the interior of the ice machine/bin.
Ice machine in kitchen as well as ice bin at front counter have accumulation of mold like substance and debris.     - From follow-up inspection 2025-09-02: Ice machine in kitchen as well as ice bin at front counter have accumulation of mold like substance and debris. Operator cleaned and sanitized ice bin, but is waiting for vendors to come clean the ice machine.  **Time Extended**",2025-09-02,SOUTHIE COFFEE,CLEARWATER,255
6217806,1,2025-09-17,2025-09-17,0,0,0,0,0,0,0,"High Priority - Presence of insects, rodents, or other pests.
Approximately: 
50+ dead flies on floor behind ice machine. 
10+ dead flies on wall behind Ice machine. 
50+ dead flies on floor under water softener equipment next to three compartment sink.
10+ dead flies on wall behind water softener equipment  next to three compartment sink. 
3 dead flies inside wash compartment. 
3 dead flies inside sanitizer compartment. 
Per the person in charge, the establishment bombed the kitchen yesterday. During the inspection, areas were cleaned and sanitized.",2025-09-17,FIRST STREET COFFEE COMPANY,ST. PETERSBURG,240
6217808,5,2025-07-14,2026-04-08,3,8,0,5,0,0,7,"Basic - - From initial inspection : Basic - Plumbing system in disrepair.
Hand sink by ice machine in dry storage not functioning and drain pipe missing. Hand sink at upstairs bar not functioning and drain pipe not attached.  **Warning**     - From follow-up inspection 2026-04-08: Hand sink by ice machine in dry storage not functioning and drain pipe missing.  **Time Extended**",2026-04-08,SENIOR RITAS TEQUERIA,DUNEDIN,37
6217818,1,2025-10-15,2025-10-15,0,0,1,1,0,0,1,Basic - Black mold-like substance in the interior of the ice machine and ice bin by registers. Operator cleaned and sanitized the machine and bin.  **Corrected On-Site**,2025-10-15,DUNKIN DONUTS,ST. PETERSBURG,212
6217820,3,2025-08-20,2025-10-29,0,5,0,5,2,0,3,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with mold like substance.",2025-10-29,THE GLASS NOODLE,ST PETERSBURG,198
6217822,1,2026-02-18,2026-02-18,0,1,0,0,0,0,0,"Intermediate - No plan review submitted and approved - renovations were made or are in progress. Must submit plans and plan review application to DBPR H and R Plan Review office located at 2601 Blair Stone Rd., Tallahassee, FL 32399-1011. Plans must be submitted AND approved within 60 days. The direct link to the Plan Review page is https://www2.myfloridalicense.com/hotels-restaurants/licensing/plan-review/. 
Employee bathroom in kitchen no longer there, replaced with storage closer.
Mop sink removed
No ice machine across from employee restroom.
No refrigerator across from employee restroom.
Operator added freezer and refrigerator next to former bathroom. Not listed on plans. 
Reach in cooler added across from three compartment sink
Vegetable sink removed.
Oven on top of prep table.
Sandwich press next to prep table. **Warning**",2026-02-18,HOPSCOTCH CAFE,DUNEDIN,86
6217829,1,2025-10-16,2025-10-16,0,1,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. Observed in roof of ice machine at bar entrance.  **Warning**,2025-10-16,EVE'S FAMILY RESTAURANT,OLDSMAR,211
6217841,3,2025-11-07,2025-11-12,0,3,0,0,0,0,0,"Basic - - From initial inspection : Basic - Wall soiled with accumulated grease, food debris, and/or dust.
- wall behind ice machine, wall at end of cook line opposite the dish wash area.  **Warning**     - From follow-up inspection 2025-11-10:  **Time Extended**     - From follow-up inspection 2025-11-12:  **Time Extended**",2025-11-12,TACO MIENDO ST PETE,ST PETERSBURG,184
6217843,2,2025-08-12,2026-01-23,5,1,1,2,0,1,3,Intermediate - No soap provided at handwash sink. Hand sink behind pizza oven and next to ice machine **Repeat Violation**,2026-01-23,OSTERIA BRICCO,SEMINOLE,112
6217847,3,2025-10-06,2026-03-20,2,0,0,3,0,0,3,"Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Ice bin interior (top corner) soiled with black mold like substance.  **Repeat Violation**     - From follow-up inspection 2026-03-20: Interior soiled with black substance at the callback inspection.  **Time Extended**",2026-03-20,FLATBREAD & BUTTER,ST. PETERSBURG,56
6217852,1,2025-11-20,2025-11-20,1,0,0,0,0,0,0,Basic - Accumulation of brown mold-like substance in the interior of the ice machine in the kitchen. Reviewed with the manager  **Repeat Violation**,2025-11-20,JOY ROCKWELL ENTERPRISES INC,CLEARWATER,176
6217855,1,2026-01-14,2026-01-14,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2026-01-14,OUTBACK STEAKHOUSE,SEMINOLE,121
6217862,1,2025-09-26,2025-09-26,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2025-09-26,CLEARWATER WINE BAR & BISTRO,CLEARWATER,231
6217864,2,2025-08-19,2025-12-01,3,0,1,3,0,0,2,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.

Interior of ice machine with visible black and red mold like substance. Manager cleaned during inspection. **Corrected On-Site** **Repeat Violation**",2025-12-01,CHILE VERDE,ST. PETERSBURG,165
6217866,1,2025-12-22,2025-12-22,0,0,0,1,0,0,1,Basic - Accumulation of black mold-like substance in the interior of the ice machine/bin.,2025-12-22,TANG'S CHICKEN,CLEARWATER,144
6217870,2,2025-08-13,2026-01-26,0,1,0,0,0,0,1,"High Priority - Live, small flying insects found
1 live fly around bar
1 live fly next to ice machine
Not landing on food contact surfaces",2026-01-26,IRISH 31 PUB HOUSE & EATERY,SEMINOLE,109
6217885,4,2025-11-06,2026-04-03,4,7,0,4,0,0,4,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with yellow substance.  **Repeat Violation**",2026-04-03,NITALLY'S THAIMEX CUISINE,ST. PETERSBURG,42
6217893,1,2025-10-22,2025-10-22,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior of soda machine interior soiled with black mold.",2025-10-22,THE BIER BOUTIQUE,ST. PETESBURG,205
6217897,1,2025-10-09,2025-10-09,0,0,1,1,0,0,0,"Basic - Black mold-like substance in the interior of the ice machine.
Operators cleaned and sanitized ice machine.  **Corrected On-Site**",2025-10-09,DUNKIN DONUTS / BASKIN ROBBINS,GULFPORT,218
6217902,1,2025-11-07,2025-11-07,0,0,1,0,0,0,0,"Intermediate - No paper towels or mechanical hand drying device provided at handwash sink.

No paper towels at handwashing sink next to cook line and ice machine. Manager provided towels. **Corrected On-Site**",2025-11-07,BABA ON CENTRAL,ST. PETERSBURG,189
6217917,1,2026-01-12,2026-01-12,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2026-01-12,BUTTERMILK EATERY,ST. PETERSBURG,123
6217920,1,2025-07-31,2025-07-31,0,0,0,0,0,1,1,Basic - In-use utensil in non-time/temperature control for safety food not stored with handle above top of food within a closed container. Scoop handle in rice bin,2025-07-31,THE FIT POKE STOP,SEMINOLE,288
6217926,1,2026-03-02,2026-03-02,1,0,1,0,0,0,0,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime. Ice machine in back storage room has interior soiled with brown slime like substance.",2026-03-02,FRESCA VIDA,CLEARWATER,74
6217930,3,2025-07-28,2025-08-01,0,0,1,0,0,0,0,"Basic - - From initial inspection : Basic - Dead roaches on premises.
1 dead roach on shelf above toaster 
1 dead roach on storage shelf under front counter 
2 dead roaches behind cook line 
5 dead roaches next to ice machine
1 dead roach on dry storage shelves above slicer 
2 dead roaches under mixer     - From follow-up inspection 2025-07-30: 8 dead roaches in front bar area
3 dead roaches at kitchen entrance 
7 dead roaches in kitchen 
7 dead in dining room 

Establishment is still under remodel with ongoing construction, pest control has provided service on two occasions in past 48 hours, another treatment scheduled for tomorrow. **Time Extended**     - From follow-up inspection 2025-08-01: 1 dead roach behind ice machine, staff cleaned and sanitized area **Time Extended** **Corrected On-Site**",2025-08-01,SPEGGTACULAR,LARGO,287
6217938,1,2026-03-27,2026-03-27,0,0,0,1,0,0,0,Basic - Accumulation of black mold-like substance in the interior of the ice machine,2026-03-27,SOUL SICILIAN FUSION,CLEARWATER,49
6217940,2,2026-01-21,2026-03-24,0,2,0,2,0,0,2,Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. **Warning**     - From follow-up inspection 2026-03-24:  **Time Extended**,2026-03-24,ALOHA TO GO HALE,SEMINOLE,52
6217941,1,2026-02-17,2026-02-17,0,1,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior of ice chute has accumulation of mold like substance. **Warning**",2026-02-17,FISH BOWL,PALM HARBOR,87
6217945,1,2025-10-13,2025-10-13,0,3,0,1,0,1,1,Basic - Accumulation of heavy black/green mold-like substance in the interior of the ice machine/bin. **Warning**,2025-10-13,SAM'S SUSHI,PINELLAS PARK,214
6217948,1,2025-08-05,2025-08-05,0,0,1,0,0,0,0,Intermediate - Handwash sink not accessible for employee use at all times. Cardboard boxes and rice maker in front of hand wash sink. Employee moved everything  **Corrected On-Site**,2025-08-05,GREAT WALL,ST. PETERSBURG,283
6217959,1,2026-04-08,2026-04-08,0,0,1,1,1,0,0,Basic - Accumulation of black/pink   mold-like substance in the interior of the ice machine. Manager cleaned the interior of the ice machine  **Corrected On-Site**,2026-04-08,OUTPOST 611 LOCAL EATERY AND TAPHOUSE,CLEARWATER,37
6217969,1,2026-03-09,2026-03-09,0,0,1,0,0,1,0,High Priority - Toxic substance/chemical ( Lysol spray ) improperly stored on top of ice machine next to container with ice scoop) . Manager relocated spray bottle  **Corrected On-Site**,2026-03-09,JEROME'S CAFE & BAKERY,CLEARWATER,67
6217972,1,2025-12-19,2025-12-19,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with black mold like substance.",2025-12-19,LANES LEMONADE,DUNEDIN,147
6217979,1,2026-02-24,2026-02-24,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with yellow substance.",2026-02-24,LONNI'S SANDWICHES,SAINT PETERSBURG,80
6217980,1,2025-10-23,2025-10-23,0,0,0,1,1,0,0,Basic - Accumulation of black/pink mold-like substance in the interior of the ice machine.,2025-10-23,POKE FALLS,SOUTH PASADENA,204
6217982,1,2025-11-21,2025-11-21,0,0,0,1,1,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with black and pink mold like substance. 
Flat bread oven interior soiled with burnt foot debris.",2025-11-21,DRACULA'S LEGACY WINE BAR,SAINT PETERSBURG,175
6217989,2,2025-12-10,2025-12-16,2,2,0,2,0,0,2,"Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.

Interior of ice machine at front bar with mold like substance  **Repeat Violation** **Warning**     - From follow-up inspection 2025-12-16:  **Time Extended**",2025-12-16,JIN JU KOREAN GRILL & SUSHI,ST. PETERSBURG,150
6217990,1,2025-12-16,2025-12-16,0,0,0,1,1,0,0,Basic - Accumulation of black/pink mold-like substance in the interior of the ice machine.,2025-12-16,THE NORTH END TAPHOUSE,GULFPORT,150
6217992,1,2026-03-25,2026-03-25,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. White plate inside opening.,2026-03-25,PARLOR HOUSE RESTAURANT,DUNEDIN,51
6217996,1,2025-12-02,2025-12-02,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with black mold like substance.",2025-12-02,AMBROSIA RESTAURANT,ST. PETERSBURG,164
6218006,1,2026-02-05,2026-02-05,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2026-02-05,PETES SUSHI&POKE,MADEIRA BEACH,99
6218008,1,2026-03-18,2026-03-18,0,1,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Roof of ice machine has black mold like substance. **Warning**",2026-03-18,TD BALLPARK GRANT FIELD - FIRST BASE,DUNEDIN,58
6218009,1,2026-03-18,2026-03-18,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior of roof of ice machine as accumulation of black mold like substance.",2026-03-18,TD BALLPARK GRANT FIELD - THIRD BASE,DUNEDIN,58
6218011,1,2025-12-05,2025-12-05,0,0,0,1,1,0,0,Basic - Accumulation of black/pink mold-like substance in the interior of the ice machine.,2025-12-05,KEKE'S BREAKFAST CAFE,SOUTH PASADENA,161
6218025,1,2026-01-21,2026-01-21,1,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with black mold like substance.  **Repeat Violation**",2026-01-21,BOOK + BOTTLE,ST. PETERSBURG,114
6218030,2,2025-09-03,2025-12-10,2,1,0,2,0,0,2,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.

Interior of ice machine with black and red mold like substance. Operator directed employee to cover and protect ice, and instructed to clean. Employee began cleaning. **Corrective Action Taken** **Repeat Violation** **Warning**",2025-12-10,CHILE VERDE,ST. PETERSBURG,156
6218042,2,2025-10-22,2026-03-10,2,0,0,2,0,0,2,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Kitchen - Staff cleaned during inspection
Top floor in storage room **Corrective Action Taken** **Repeat Violation**",2026-03-10,CAMBRIA MADEIRA BEACH HOTEL,MADEIRA BEACH,66
6218043,2,2025-09-17,2025-10-16,1,1,0,2,0,0,2,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. Interior of ice machine moldy at server station. **Repeat Violation** **Warning**,2025-10-16,ROCKING CRAB,ST. PETERSBURG,211
6218057,3,2025-09-15,2025-10-27,4,4,0,5,3,0,0,"Basic - - From initial inspection : Basic - Wall soiled with accumulated grease, food debris, and/or dust.
Wall behind 3 compartment sink soiled and stained with black mold-like substance.  **Repeat Violation** **Warning**     - From follow-up inspection 2025-10-27:  **Time Extended**",2025-10-27,GULFPORT BREWERY,GULFPORT,200
6218061,1,2026-04-01,2026-04-01,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with black mold like substance.",2026-04-01,DOC FORD'S RUM BAR & GRILLE,ST. PETERSBURG,44
6218062,1,2025-11-05,2025-11-05,2,0,1,2,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior of ice machine in kitchen area and storage area  soiled with lime scale build up and black mold like substance.  **Repeat Violation**",2025-11-05,SPA BEACH BISTRO,ST. PETERSBURG,191
6218070,2,2025-10-13,2025-12-15,2,3,0,2,0,1,3,"Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Bar ice bins soiled with black mold like substance.  **Repeat Violation** **Warning**     - From follow-up inspection 2025-12-15: Ice bin interior heavily soiled with black mold like substance.  **Time Extended**",2025-12-15,BAR@548,ST. PETERSBURG,151
6218090,1,2025-07-31,2025-07-31,0,0,1,0,0,1,1,"Basic - Ice scoop handle in contact with ice located in ice machine bin in kitchen.
Operator removed scoop. **Corrected On-Site**",2025-07-31,BODEGA ON CENTRAL,ST. PETERSBURG,288
6218120,1,2025-09-10,2025-09-10,0,0,0,1,0,0,0,Basic - Accumulation of black mold-like substance in the interior of the ice machine in kitchen,2025-09-10,MR & MRS CRAB,CLEARWATER,247
6218121,2,2025-07-21,2026-01-26,2,0,0,2,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine. **Repeat Violation**,2026-01-26,MR & MRS CRAB,ST. PETERSBURG,109
6218138,1,2025-09-22,2025-09-22,0,0,0,1,0,0,0,"Basic - Accumulation of black mold-like substance in the interior of the ice machine.

Substance located at the top and side of ice machine within beer storage area. Black mold like substance not touching ice or contaminating ice.",2025-09-22,BJS PUB,PALM HARBOR,235
6218166,1,2026-02-09,2026-02-09,0,0,0,1,0,0,0,Basic - Accumulation of black mold-like substance in the interior of the ice machine.,2026-02-09,V9 EATS,ST. PETERSBURG,95
6218170,2,2025-07-08,2025-09-09,0,2,0,0,0,0,0,Intermediate - - From initial inspection : Intermediate - Food-contact surface soiled with food debris inside table top pizza oven located in front of ice machine. **Warning**     - From follow-up inspection 2025-09-09:  **Time Extended**,2025-09-09,BAR MASTIFF,ST PETERSBURG,248
6218177,1,2025-08-22,2025-08-22,1,1,0,1,0,0,0,Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine **Repeat Violation** **Warning**     - From follow-up inspection 2025-08-22:  **Time Extended**,2025-08-22,JOE WHISKEYS SPORTS BAR,WESLEY CHAPEL,266
6218187,1,2025-10-15,2025-10-15,0,0,0,1,1,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior of ice machine soiled with pink mold like substance. 
Soda machine ice bin interior soiled with black mold like substance.",2025-10-15,VALENTINO RISTORANTE ITALIANO,CLEARWATER,212
6218190,4,2025-07-23,2026-02-11,0,2,0,2,2,0,2,"Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with pink and black mold like substance.     - From follow-up inspection 2026-02-11:  **Time Extended**",2026-02-11,SOCIAL ROOST,ST. PETERSBURG,93
6218197,3,2025-08-18,2026-01-15,1,2,1,3,0,1,3,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. **Repeat Violation**,2026-01-15,BACKWATERS N REDINGTON BEACH,NORTH REDINGTON BEAC,120
6218207,2,2025-09-25,2026-04-02,1,0,0,1,0,0,2,Basic - Floor area(s) covered with standing water. In front of ice machine. **Repeat Violation**,2026-04-02,HOGGDADDYS BEACH BAR AND GRILL,CLEARWATER BEACH,43
6218208,1,2025-11-18,2025-11-18,0,0,1,0,0,1,0,"Basic - In-use ice scoop stored on soiled surface between uses.

Stored on top of rice machine. Visible dust observed when running fingers across top of unit. Discussed with employees to store ice scoop on clean surface. Employees relocated. **Corrected On-Site**",2025-11-18,RAINING BERRIES,ST. PETERSBURG,178
6218211,1,2025-10-15,2025-10-15,0,0,0,1,1,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with pink mold like substance.",2025-10-15,COLONY GRILL,ST. PETERSBURG,212
6218213,1,2025-10-13,2025-10-13,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2025-10-13,WHISKEY ON PARK,PINELLAS PARK,214
6218222,1,2025-09-23,2025-09-23,1,0,0,1,1,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Soda dispenser ice bin interior soiled with mold like substance in server wait station. 
Ice machine interior heavily soiled with black and pink mold like substance.  **Repeat Violation**",2025-09-23,TAVERNA COSTALE,ST. PETERSBURG,234
6218226,1,2025-10-13,2025-10-13,1,1,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. **Repeat Violation** **Warning**,2025-10-13,CADDY'S MADIERA BEACH,MADEIRA BEACH,214
6218229,1,2026-01-08,2026-01-08,0,0,1,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. **Corrected On-Site**,2026-01-08,BUOYS WATERFRONT BAR AND GRILL,ST.PETE BEACH,127
6218242,2,2025-09-19,2026-03-30,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2026-03-30,THE BOXER CORONADO,CLEARWATER BEACH,46
6218245,3,2026-01-08,2026-01-12,0,5,2,3,3,0,0,Basic - - From initial inspection : Basic - Accumulation of black/pink mold-like substance in the interior of the ice machine. **Warning**     - From follow-up inspection 2026-01-09:  **Time Extended**     - From follow-up inspection 2026-01-12:  **Time Extended**,2026-01-12,EGG HAVEN CAFE,ST. PETERSBURG,123
6218248,1,2026-04-08,2026-04-08,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. Inside of ice machine on sides,2026-04-08,HACIENDA CORRALEJO,TARPON SPRINGS,37
6218253,1,2025-12-15,2025-12-15,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Behind bar",2025-12-15,WINE SOCIETY,TARPON SPRINGS,151
6218254,2,2025-09-11,2026-02-11,0,0,0,2,0,0,2,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior of ice machine soiled with yellow and black substance.",2026-02-11,PARADECO COFFEE ROASTERS,ST. PETERSBURG,93
6218255,1,2025-11-13,2025-11-13,0,0,0,1,1,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with pink mold like substance.",2025-11-13,BIN 6 SOUTH,ST. PETERSBURG,183
6218274,1,2026-01-28,2026-01-28,0,0,1,0,0,1,0,"Basic - Ice scoop handle in contact with ice.
Ice well at front counter, removed **Corrected On-Site**",2026-01-28,TREVISO PIZZA & GRILL,SEMINOLE,107
6218278,1,2026-01-29,2026-01-29,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.

Interior of ice chute at customer drink fountain with black/green mold like substance.",2026-01-29,SALEM'S FRESH EATS,ST. PETERSBURG,106
6218282,2,2025-10-14,2026-02-26,4,0,1,2,0,5,2,Basic - In-use utensil stored in standing water less than 135 degrees Fahrenheit. Rice scoops in 74F water **Repeat Violation**,2026-02-26,SUSHI AND SOY,SEMINOLE,78
6218284,1,2025-11-21,2025-11-21,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Ice chute soiled with yellow substance.",2025-11-21,AHI SUSHI,ST. PETERSBURG,175
6218288,2,2025-08-11,2026-02-12,1,0,0,2,1,0,1,Basic - Accumulation of black mold-like substance in the interior of the ice machine. **Repeat Violation**,2026-02-12,PORTILLO'S,ST. PETERSBURG,92
6218292,2,2026-02-06,2026-04-08,0,3,1,2,0,0,2,"Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.

Interior of ice machine located in rear room with black mold like substance. **Warning**     - From follow-up inspection 2026-04-08: Ice machine requires further cleaning. Still contains black and red mold like substance. **Admin Complaint**",2026-04-08,THE LOCAL DRAUGHT HOUSE,ST PETERSBURG,37
6218295,1,2025-09-18,2025-09-18,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Ice machine interior soiled with black mold like substance.",2025-09-18,MANGOSTEEN,ST. PETERSBURG,239
6218299,1,2026-03-26,2026-03-26,0,1,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Ice bin has accumulation of mold like substance **Warning**",2026-03-26,JARDIN DE POLLOS - CHICKEN GARDEN,DUNEDIN,50
6218304,2,2025-10-01,2026-03-02,0,0,0,2,0,0,2,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior ice machine soiled with yellow substance.",2026-03-02,QDOBA MEXICAN EATS,ST. PETERSBURG,74
6218309,1,2026-03-02,2026-03-02,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Crushed ice bin interior.",2026-03-02,SEKUSHI,BELLEAIR BLUFFS,74
